"participant"	"gender"	"age"	"options"	"accuracy"	"RT_msec"
"1412"	16	"female"	25	"AC"	1	2296
"1413"	16	"female"	25	"BD"	1	793
"1414"	16	"female"	25	"AB"	1	1305
"1415"	16	"female"	25	"AB"	1	1015
"1416"	16	"female"	25	"AB"	1	889
"1417"	16	"female"	25	"BD"	1	738
"1418"	16	"female"	25	"AB"	1	789
"1419"	16	"female"	25	"BD"	1	821
"1420"	16	"female"	25	"AB"	1	853
"1421"	16	"female"	25	"AB"	1	791
"1422"	16	"female"	25	"AC"	1	755
"1423"	16	"female"	25	"CD"	1	668
"1424"	16	"female"	25	"AC"	0	736
"1425"	16	"female"	25	"CD"	1	650
"1426"	16	"female"	25	"BD"	1	1113
"1427"	16	"female"	25	"CD"	0	1199
"1428"	16	"female"	25	"AB"	1	1267
"1429"	16	"female"	25	"AC"	1	1099
"1430"	16	"female"	25	"AC"	1	1011
"1431"	16	"female"	25	"AB"	1	1352
"1432"	16	"female"	25	"BD"	1	736
"1433"	16	"female"	25	"CD"	1	2092
"1434"	16	"female"	25	"BD"	1	1166
"1435"	16	"female"	25	"CD"	1	1492
"1436"	16	"female"	25	"BD"	1	824
"1437"	16	"female"	25	"AB"	1	921
"1438"	16	"female"	25	"CD"	0	567
"1439"	16	"female"	25	"AC"	0	481
"1440"	16	"female"	25	"AB"	0	1300
"1441"	16	"female"	25	"BD"	0	1370
"1442"	16	"female"	25	"BD"	1	874
"1443"	16	"female"	25	"AC"	1	997
"1444"	16	"female"	25	"AB"	1	907
"1445"	16	"female"	25	"AC"	1	719
"1446"	16	"female"	25	"AC"	1	820
"1447"	16	"female"	25	"AB"	1	2223
"1448"	16	"female"	25	"CD"	0	1384
"1449"	16	"female"	25	"AC"	1	1782
"1450"	16	"female"	25	"AC"	1	1444
"1451"	16	"female"	25	"BD"	1	1373
"1452"	16	"female"	25	"CD"	0	1180
"1453"	16	"female"	25	"CD"	0	1850
"1454"	16	"female"	25	"CD"	1	1388
"1455"	16	"female"	25	"AC"	1	1182
"1456"	16	"female"	25	"BD"	1	1614
"1457"	16	"female"	25	"BD"	0	2240
"1458"	16	"female"	25	"AB"	1	1212
"1459"	16	"female"	25	"CD"	1	1760
"1460"	16	"female"	25	"BD"	1	1419
"1461"	16	"female"	25	"CD"	1	1134
"1462"	16	"female"	25	"AC"	1	1163
"1463"	16	"female"	25	"AC"	1	1234
"1464"	16	"female"	25	"AB"	1	1424
"1465"	16	"female"	25	"CD"	1	1409
"1466"	16	"female"	25	"AC"	1	1029
"1467"	16	"female"	25	"AC"	1	827
"1468"	16	"female"	25	"AB"	0	1320
"1469"	16	"female"	25	"AC"	1	718
"1470"	16	"female"	25	"CD"	1	1009
"1471"	16	"female"	25	"BD"	1	1350
"1472"	16	"female"	25	"AC"	1	1386
"1473"	16	"female"	25	"CD"	1	1218
"1474"	16	"female"	25	"AC"	1	878
"1475"	16	"female"	25	"AC"	1	888
"1476"	16	"female"	25	"BD"	1	1305
"1477"	16	"female"	25	"AC"	0	1748
"1478"	16	"female"	25	"AC"	1	1028
"1479"	16	"female"	25	"AB"	1	911
"1480"	16	"female"	25	"BD"	1	1079
"1481"	16	"female"	25	"AB"	1	791
"1482"	16	"female"	25	"BD"	1	837
"1483"	16	"female"	25	"CD"	1	860
"1484"	16	"female"	25	"AB"	1	1129
"1485"	16	"female"	25	"AC"	1	980
"1486"	16	"female"	25	"CD"	1	822
"1487"	16	"female"	25	"CD"	1	906
"1488"	16	"female"	25	"BD"	1	1099
"1489"	16	"female"	25	"AC"	0	1557
"1490"	16	"female"	25	"BD"	1	1230
"1491"	16	"female"	25	"AB"	1	911
"1492"	16	"female"	25	"BD"	1	600
"1493"	16	"female"	25	"AB"	1	1272
"1494"	16	"female"	25	"BD"	0	825
"1495"	16	"female"	25	"AB"	1	841
"1496"	16	"female"	25	"AB"	1	889
"1497"	16	"female"	25	"AB"	1	717
"1498"	16	"female"	25	"AC"	1	1247
"1499"	16	"female"	25	"BD"	0	3732
"1500"	16	"female"	25	"BD"	0	2972
"1501"	16	"female"	25	"AB"	0	1690
"1502"	16	"female"	25	"AC"	0	1765
"1503"	16	"female"	25	"AB"	1	3750
"1504"	16	"female"	25	"CD"	1	2004
"1505"	16	"female"	25	"BD"	0	1183
"1506"	16	"female"	25	"BD"	1	1307
"1507"	16	"female"	25	"AB"	1	1095
"1508"	16	"female"	25	"CD"	1	2239
"1509"	16	"female"	25	"BD"	0	1388
"1510"	16	"female"	25	"AB"	1	1093
"1511"	16	"female"	25	"AB"	1	824
"1512"	16	"female"	25	"CD"	1	701
"1513"	16	"female"	25	"AC"	1	685
"1514"	16	"female"	25	"AC"	0	516
"1515"	16	"female"	25	"AB"	0	309
"1516"	16	"female"	25	"BD"	0	742
"1517"	16	"female"	25	"BD"	1	1057
"1518"	16	"female"	25	"BD"	1	634
"1519"	16	"female"	25	"AC"	1	2204
"1520"	16	"female"	25	"CD"	0	1254
"1521"	16	"female"	25	"BD"	1	1109
"1522"	16	"female"	25	"AC"	1	1605
"1523"	16	"female"	25	"CD"	1	1437
"1524"	16	"female"	25	"BD"	0	2569
"1525"	16	"female"	25	"CD"	1	1026
"1526"	16	"female"	25	"BD"	1	842
"1527"	16	"female"	25	"AB"	1	1240
"1528"	16	"female"	25	"AC"	1	994
"1529"	16	"female"	25	"CD"	1	1145
"1530"	16	"female"	25	"BD"	1	807
"1531"	16	"female"	25	"BD"	1	905
"1724"	18	"female"	21	"BD"	0	620
"1725"	18	"female"	21	"AB"	0	802
"1726"	18	"female"	21	"AC"	0	802
"1727"	18	"female"	21	"AB"	0	646
"1728"	18	"female"	21	"CD"	1	679
"1729"	18	"female"	21	"AB"	1	755
"1730"	18	"female"	21	"CD"	1	843
"1731"	18	"female"	21	"CD"	0	1342
"1732"	18	"female"	21	"CD"	1	1386
"1733"	18	"female"	21	"AC"	0	996
"1734"	18	"female"	21	"AB"	0	1028
"1735"	18	"female"	21	"AB"	0	928
"1736"	18	"female"	21	"BD"	0	685
"1737"	18	"female"	21	"AB"	0	496
"1738"	18	"female"	21	"AB"	0	844
"1739"	18	"female"	21	"AB"	1	1628
"1740"	18	"female"	21	"AC"	0	1323
"1741"	18	"female"	21	"AC"	1	1370
"1742"	18	"female"	21	"AC"	1	1000
"1743"	18	"female"	21	"BD"	1	808
"1744"	18	"female"	21	"AC"	1	513
"1745"	18	"female"	21	"BD"	1	906
"1746"	18	"female"	21	"CD"	0	923
"1747"	18	"female"	21	"BD"	0	1831
"1748"	18	"female"	21	"AC"	1	769
"1749"	18	"female"	21	"BD"	0	1423
"1750"	18	"female"	21	"AC"	0	722
"1751"	18	"female"	21	"AC"	1	617
"1752"	18	"female"	21	"BD"	0	1113
"1753"	18	"female"	21	"CD"	0	668
"1754"	18	"female"	21	"AC"	1	547
"1755"	18	"female"	21	"BD"	0	1338
"1756"	18	"female"	21	"AC"	1	377
"1757"	18	"female"	21	"BD"	1	753
"1758"	18	"female"	21	"AC"	1	532
"1759"	18	"female"	21	"BD"	0	940
"1760"	18	"female"	21	"BD"	1	855
"1761"	18	"female"	21	"AC"	1	649
"1762"	18	"female"	21	"BD"	0	723
"1763"	18	"female"	21	"AB"	0	1436
"1764"	18	"female"	21	"AB"	1	1555
"1765"	18	"female"	21	"AB"	1	768
"1766"	18	"female"	21	"AC"	1	550
"1767"	18	"female"	21	"BD"	1	1388
"1768"	18	"female"	21	"BD"	0	971
"1769"	18	"female"	21	"AB"	1	1406
"1770"	18	"female"	21	"CD"	0	633
"1771"	18	"female"	21	"AB"	1	1145
"1772"	18	"female"	21	"CD"	0	568
"1773"	18	"female"	21	"BD"	1	754
"1774"	18	"female"	21	"AB"	0	1269
"1775"	18	"female"	21	"AC"	1	759
"1776"	18	"female"	21	"BD"	0	1270
"1777"	18	"female"	21	"BD"	1	1034
"1778"	18	"female"	21	"AB"	0	1323
"1779"	18	"female"	21	"BD"	0	1184
"1780"	18	"female"	21	"CD"	0	600
"1781"	18	"female"	21	"CD"	1	1045
"1782"	18	"female"	21	"CD"	1	1727
"1783"	18	"female"	21	"AC"	1	1215
"1784"	18	"female"	21	"CD"	0	827
"1785"	18	"female"	21	"CD"	1	1027
"1786"	18	"female"	21	"AC"	1	889
"1787"	18	"female"	21	"CD"	1	891
"1788"	18	"female"	21	"AB"	1	701
"1789"	18	"female"	21	"BD"	1	770
"1790"	18	"female"	21	"AB"	0	1249
"1791"	18	"female"	21	"BD"	1	1165
"1792"	18	"female"	21	"BD"	1	1114
"1793"	18	"female"	21	"AB"	1	1641
"1794"	18	"female"	21	"CD"	0	651
"1795"	18	"female"	21	"AC"	1	1065
"1796"	18	"female"	21	"CD"	0	564
"1797"	18	"female"	21	"AC"	1	550
"1798"	18	"female"	21	"CD"	0	515
"1799"	18	"female"	21	"BD"	0	636
"1800"	18	"female"	21	"AB"	1	1234
"1801"	18	"female"	21	"AC"	1	476
"1802"	18	"female"	21	"AB"	1	757
"1803"	18	"female"	21	"CD"	0	1024
"1804"	18	"female"	21	"BD"	0	582
"1805"	18	"female"	21	"AC"	1	566
"1806"	18	"female"	21	"AC"	0	565
"1807"	18	"female"	21	"AC"	1	499
"1808"	18	"female"	21	"BD"	1	547
"1809"	18	"female"	21	"CD"	0	535
"1810"	18	"female"	21	"AB"	0	702
"1811"	18	"female"	21	"BD"	0	854
"1812"	18	"female"	21	"BD"	0	619
"1813"	18	"female"	21	"BD"	1	463
"1814"	18	"female"	21	"AB"	1	397
"1815"	18	"female"	21	"CD"	1	408
"1816"	18	"female"	21	"BD"	0	636
"1817"	18	"female"	21	"BD"	1	449
"1818"	18	"female"	21	"AC"	0	683
"1819"	18	"female"	21	"CD"	0	447
"1820"	18	"female"	21	"AC"	1	412
"1821"	18	"female"	21	"AB"	1	409
"1822"	18	"female"	21	"AC"	1	430
"1823"	18	"female"	21	"AC"	1	839
"1824"	18	"female"	21	"AB"	0	924
"1825"	18	"female"	21	"CD"	1	376
"1826"	18	"female"	21	"AB"	0	774
"1827"	18	"female"	21	"BD"	0	498
"1828"	18	"female"	21	"CD"	0	445
"1829"	18	"female"	21	"AB"	1	668
"1830"	18	"female"	21	"BD"	1	922
"1831"	18	"female"	21	"BD"	0	807
"1832"	18	"female"	21	"AB"	0	937
"1833"	18	"female"	21	"AC"	1	413
"1834"	18	"female"	21	"AB"	1	874
"1835"	18	"female"	21	"CD"	1	1064
"1836"	18	"female"	21	"CD"	0	1151
"1837"	18	"female"	21	"AC"	1	826
"1838"	18	"female"	21	"CD"	1	930
"1839"	18	"female"	21	"CD"	0	702
"1840"	18	"female"	21	"AC"	0	1143
"1841"	18	"female"	21	"BD"	0	840
"1842"	18	"female"	21	"AC"	1	412
"1843"	18	"female"	21	"CD"	0	600
"1844"	18	"female"	21	"BD"	1	498
"1845"	18	"female"	21	"CD"	0	658
"1846"	18	"female"	21	"BD"	1	528
"1847"	18	"female"	21	"AC"	0	513
"1848"	18	"female"	21	"CD"	0	567
"1849"	18	"female"	21	"CD"	0	552
"1850"	18	"female"	21	"CD"	0	1428
"1851"	18	"female"	21	"BD"	0	446
"1852"	18	"female"	21	"AC"	1	722
"1853"	18	"female"	21	"AC"	1	887
"1854"	18	"female"	21	"BD"	0	499
"1855"	18	"female"	21	"AC"	1	855
"1856"	18	"female"	21	"CD"	1	1831
"1857"	18	"female"	21	"BD"	1	1013
"1858"	18	"female"	21	"BD"	1	720
"1859"	18	"female"	21	"AB"	0	1005
"1860"	18	"female"	21	"AC"	1	876
"1861"	18	"female"	21	"AC"	1	961
"1862"	18	"female"	21	"AB"	1	809
"1863"	18	"female"	21	"AC"	1	752
"1864"	18	"female"	21	"BD"	0	684
"1865"	18	"female"	21	"AB"	1	599
"1866"	18	"female"	21	"CD"	0	1048
"1867"	18	"female"	21	"AC"	1	1182
"1868"	18	"female"	21	"BD"	1	629
"1869"	18	"female"	21	"AC"	1	516
"1870"	18	"female"	21	"AB"	0	1013
"1871"	18	"female"	21	"CD"	1	532
"1872"	18	"female"	21	"AB"	1	599
"1873"	18	"female"	21	"BD"	1	459
"1874"	18	"female"	21	"CD"	0	667
"1875"	18	"female"	21	"AB"	0	591
"1876"	18	"female"	21	"CD"	0	548
"1877"	18	"female"	21	"AB"	1	497
"1878"	18	"female"	21	"AB"	0	517
"1879"	18	"female"	21	"AB"	1	345
"1880"	18	"female"	21	"BD"	0	445
"1881"	18	"female"	21	"CD"	1	515
"1882"	18	"female"	21	"AB"	0	468
"1883"	18	"female"	21	"CD"	0	427
"1884"	18	"female"	21	"CD"	0	379
"1885"	18	"female"	21	"AC"	1	932
"1886"	18	"female"	21	"BD"	0	411
"1887"	18	"female"	21	"CD"	0	911
"1888"	18	"female"	21	"AB"	0	686
"1889"	18	"female"	21	"BD"	0	478
"1890"	18	"female"	21	"AB"	1	496
"1891"	18	"female"	21	"CD"	0	619
"1892"	18	"female"	21	"AB"	0	551
"1893"	18	"female"	21	"AB"	1	584
"1894"	18	"female"	21	"CD"	0	448
"1895"	18	"female"	21	"BD"	0	959
"1896"	18	"female"	21	"CD"	1	467
"1897"	18	"female"	21	"CD"	0	704
"1898"	18	"female"	21	"AC"	1	1046
"1899"	18	"female"	21	"AB"	0	634
"1900"	18	"female"	21	"CD"	0	888
"1901"	18	"female"	21	"BD"	0	687
"1902"	18	"female"	21	"AC"	0	379
"1903"	18	"female"	21	"AB"	0	345
"1904"	18	"female"	21	"CD"	1	632
"1905"	18	"female"	21	"AC"	1	633
"1906"	18	"female"	21	"AC"	0	345
"1907"	18	"female"	21	"AB"	1	362
"1908"	18	"female"	21	"AB"	1	530
"1909"	18	"female"	21	"BD"	1	563
"1910"	18	"female"	21	"CD"	1	635
"1911"	18	"female"	21	"AC"	0	689
"1912"	18	"female"	21	"AB"	1	515
"1913"	18	"female"	21	"AB"	1	633
"1914"	18	"female"	21	"AC"	0	524
"1915"	18	"female"	21	"AC"	1	465
"2108"	22	"male"	23	"AB"	0	719
"2109"	22	"male"	23	"BD"	1	739
"2110"	22	"male"	23	"BD"	0	940
"2111"	22	"male"	23	"AC"	0	963
"2112"	22	"male"	23	"AB"	1	1224
"2113"	22	"male"	23	"AC"	1	562
"2114"	22	"male"	23	"BD"	1	1401
"2115"	22	"male"	23	"AB"	1	1266
"2116"	22	"male"	23	"BD"	1	1237
"2117"	22	"male"	23	"AC"	1	1334
"2118"	22	"male"	23	"CD"	0	1986
"2119"	22	"male"	23	"AB"	1	1287
"2120"	22	"male"	23	"CD"	0	1023
"2121"	22	"male"	23	"AB"	1	1166
"2122"	22	"male"	23	"AB"	1	1239
"2123"	22	"male"	23	"AC"	1	1133
"2124"	22	"male"	23	"CD"	0	716
"2125"	22	"male"	23	"AB"	1	1451
"2126"	22	"male"	23	"AC"	1	913
"2127"	22	"male"	23	"BD"	1	756
"2128"	22	"male"	23	"AC"	1	828
"2129"	22	"male"	23	"CD"	1	773
"2130"	22	"male"	23	"BD"	1	838
"2131"	22	"male"	23	"CD"	1	858
"2132"	22	"male"	23	"BD"	1	926
"2133"	22	"male"	23	"AB"	0	990
"2134"	22	"male"	23	"BD"	1	825
"2135"	22	"male"	23	"AC"	1	939
"2136"	22	"male"	23	"AC"	1	1469
"2137"	22	"male"	23	"AB"	1	1708
"2138"	22	"male"	23	"BD"	1	1144
"2139"	22	"male"	23	"CD"	1	1043
"2140"	22	"male"	23	"AC"	0	2268
"2141"	22	"male"	23	"AB"	1	1707
"2142"	22	"male"	23	"AB"	1	1074
"2143"	22	"male"	23	"BD"	1	973
"2144"	22	"male"	23	"AB"	0	821
"2145"	22	"male"	23	"BD"	1	940
"2146"	22	"male"	23	"CD"	0	824
"2147"	22	"male"	23	"CD"	0	775
"2148"	22	"male"	23	"AC"	1	1303
"2149"	22	"male"	23	"CD"	0	1097
"2150"	22	"male"	23	"CD"	0	1211
"2151"	22	"male"	23	"CD"	0	870
"2152"	22	"male"	23	"AB"	1	1146
"2153"	22	"male"	23	"CD"	0	1114
"2154"	22	"male"	23	"AB"	1	1146
"2155"	22	"male"	23	"CD"	0	895
"2156"	22	"male"	23	"BD"	1	995
"2157"	22	"male"	23	"BD"	0	1606
"2158"	22	"male"	23	"AC"	1	787
"2159"	22	"male"	23	"BD"	1	1058
"2160"	22	"male"	23	"CD"	0	873
"2161"	22	"male"	23	"CD"	0	925
"2162"	22	"male"	23	"AC"	1	1265
"2163"	22	"male"	23	"CD"	1	1440
"2164"	22	"male"	23	"AB"	1	1384
"2165"	22	"male"	23	"AC"	1	1023
"2166"	22	"male"	23	"AC"	1	1231
"2167"	22	"male"	23	"BD"	0	1229
"2168"	22	"male"	23	"CD"	0	954
"2169"	22	"male"	23	"AC"	1	1059
"2170"	22	"male"	23	"CD"	0	1366
"2171"	22	"male"	23	"CD"	1	1023
"2172"	22	"male"	23	"CD"	0	1126
"2173"	22	"male"	23	"BD"	0	1179
"2174"	22	"male"	23	"AC"	0	907
"2175"	22	"male"	23	"CD"	0	909
"2176"	22	"male"	23	"BD"	0	1453
"2177"	22	"male"	23	"CD"	NA	NA
"2178"	22	"male"	23	"CD"	1	871
"2179"	22	"male"	23	"AB"	0	1060
"2180"	22	"male"	23	"BD"	1	785
"2181"	22	"male"	23	"CD"	0	1031
"2182"	22	"male"	23	"BD"	1	856
"2183"	22	"male"	23	"AC"	1	994
"2184"	22	"male"	23	"AC"	1	892
"2185"	22	"male"	23	"AB"	0	822
"2186"	22	"male"	23	"AB"	1	1794
"2187"	22	"male"	23	"AC"	1	887
"2188"	22	"male"	23	"BD"	1	684
"2189"	22	"male"	23	"BD"	1	751
"2190"	22	"male"	23	"CD"	0	957
"2191"	22	"male"	23	"AC"	0	1060
"2192"	22	"male"	23	"AB"	1	938
"2193"	22	"male"	23	"CD"	1	1158
"2194"	22	"male"	23	"BD"	1	1007
"2195"	22	"male"	23	"AB"	0	1417
"2196"	22	"male"	23	"AB"	0	888
"2197"	22	"male"	23	"AB"	1	480
"2198"	22	"male"	23	"BD"	1	1468
"2199"	22	"male"	23	"CD"	1	1283
"2200"	22	"male"	23	"AB"	1	821
"2201"	22	"male"	23	"CD"	0	444
"2202"	22	"male"	23	"AC"	0	289
"2203"	22	"male"	23	"CD"	0	311
"2204"	22	"male"	23	"AC"	NA	NA
"2205"	22	"male"	23	"BD"	0	443
"2206"	22	"male"	23	"AB"	0	494
"2207"	22	"male"	23	"BD"	1	323
"2208"	22	"male"	23	"AB"	1	324
"2209"	22	"male"	23	"BD"	1	463
"2210"	22	"male"	23	"BD"	0	480
"2211"	22	"male"	23	"AC"	0	512
"2212"	22	"male"	23	"CD"	1	344
"2213"	22	"male"	23	"AC"	0	514
"2214"	22	"male"	23	"BD"	1	325
"2215"	22	"male"	23	"AB"	0	377
"2216"	22	"male"	23	"CD"	1	583
"2217"	22	"male"	23	"AC"	0	547
"2218"	22	"male"	23	"BD"	0	858
"2219"	22	"male"	23	"AC"	1	758
"2220"	22	"male"	23	"AC"	0	685
"2221"	22	"male"	23	"AB"	1	855
"2222"	22	"male"	23	"AB"	0	515
"2223"	22	"male"	23	"CD"	0	583
"2224"	22	"male"	23	"AC"	0	1023
"2225"	22	"male"	23	"AC"	0	649
"2226"	22	"male"	23	"AB"	1	531
"2227"	22	"male"	23	"AC"	1	378
"2228"	22	"male"	23	"AB"	0	395
"2229"	22	"male"	23	"AC"	1	413
"2230"	22	"male"	23	"AC"	1	393
"2231"	22	"male"	23	"AB"	0	547
"2232"	22	"male"	23	"AC"	NA	NA
"2233"	22	"male"	23	"AC"	1	785
"2234"	22	"male"	23	"BD"	1	1419
"2235"	22	"male"	23	"AB"	1	1043
"2236"	22	"male"	23	"CD"	0	854
"2237"	22	"male"	23	"AB"	1	1048
"2238"	22	"male"	23	"AC"	1	875
"2239"	22	"male"	23	"CD"	0	840
"2240"	22	"male"	23	"AB"	0	1339
"2241"	22	"male"	23	"BD"	0	1058
"2242"	22	"male"	23	"CD"	0	565
"2243"	22	"male"	23	"AB"	0	905
"2244"	22	"male"	23	"AC"	1	926
"2245"	22	"male"	23	"AC"	1	790
"2246"	22	"male"	23	"CD"	1	840
"2247"	22	"male"	23	"AC"	1	908
"2248"	22	"male"	23	"BD"	1	1990
"2249"	22	"male"	23	"AC"	1	1404
"2250"	22	"male"	23	"CD"	1	1251
"2251"	22	"male"	23	"BD"	1	1064
"2252"	22	"male"	23	"AC"	1	1316
"2253"	22	"male"	23	"AB"	1	978
"2254"	22	"male"	23	"AC"	1	1176
"2255"	22	"male"	23	"BD"	0	962
"2256"	22	"male"	23	"AB"	0	1353
"2257"	22	"male"	23	"CD"	0	888
"2258"	22	"male"	23	"BD"	0	1151
"2259"	22	"male"	23	"AB"	1	973
"2260"	22	"male"	23	"BD"	0	873
"2261"	22	"male"	23	"AB"	0	666
"2262"	22	"male"	23	"BD"	0	722
"2263"	22	"male"	23	"AB"	1	445
"2264"	22	"male"	23	"BD"	NA	NA
"2265"	22	"male"	23	"BD"	1	599
"2266"	22	"male"	23	"CD"	1	430
"2267"	22	"male"	23	"CD"	0	638
"2268"	22	"male"	23	"BD"	1	564
"2269"	22	"male"	23	"AB"	0	466
"2270"	22	"male"	23	"BD"	0	412
"2271"	22	"male"	23	"CD"	1	427
"2272"	22	"male"	23	"BD"	0	360
"2273"	22	"male"	23	"AB"	0	530
"2274"	22	"male"	23	"CD"	1	357
"2275"	22	"male"	23	"AC"	1	511
"2276"	22	"male"	23	"BD"	0	381
"2277"	22	"male"	23	"AB"	1	289
"2278"	22	"male"	23	"AC"	0	393
"2279"	22	"male"	23	"BD"	1	343
"2280"	22	"male"	23	"CD"	0	496
"2281"	22	"male"	23	"AB"	1	460
"2282"	22	"male"	23	"CD"	1	599
"2283"	22	"male"	23	"BD"	0	408
"2284"	22	"male"	23	"CD"	0	790
"2285"	22	"male"	23	"AB"	1	462
"2286"	22	"male"	23	"AC"	0	441
"2287"	22	"male"	23	"BD"	0	395
"2288"	22	"male"	23	"AC"	1	482
"2289"	22	"male"	23	"BD"	1	691
"2290"	22	"male"	23	"AC"	1	377
"2291"	22	"male"	23	"AC"	0	393
"2292"	22	"male"	23	"CD"	0	616
"2293"	22	"male"	23	"CD"	1	398
"2294"	22	"male"	23	"AB"	1	735
"2295"	22	"male"	23	"BD"	1	394
"2296"	22	"male"	23	"AB"	1	463
"2297"	22	"male"	23	"CD"	NA	NA
"2298"	22	"male"	23	"AC"	0	616
"2299"	22	"male"	23	"AB"	1	581
"2300"	23	"female"	25	"AB"	1	2832
"2301"	23	"female"	25	"AC"	1	1341
"2302"	23	"female"	25	"CD"	1	926
"2303"	23	"female"	25	"BD"	0	1028
"2304"	23	"female"	25	"CD"	0	1135
"2305"	23	"female"	25	"AC"	1	1149
"2306"	23	"female"	25	"CD"	0	995
"2307"	23	"female"	25	"BD"	1	1682
"2308"	23	"female"	25	"BD"	1	895
"2309"	23	"female"	25	"AC"	0	928
"2310"	23	"female"	25	"AB"	0	1080
"2311"	23	"female"	25	"BD"	1	708
"2312"	23	"female"	25	"CD"	1	1015
"2313"	23	"female"	25	"AC"	1	1274
"2314"	23	"female"	25	"CD"	1	1440
"2315"	23	"female"	25	"CD"	1	1659
"2316"	23	"female"	25	"AB"	0	860
"2317"	23	"female"	25	"BD"	0	653
"2318"	23	"female"	25	"BD"	1	1148
"2319"	23	"female"	25	"AC"	0	1080
"2320"	23	"female"	25	"CD"	0	480
"2321"	23	"female"	25	"AB"	0	788
"2322"	23	"female"	25	"AC"	1	442
"2323"	23	"female"	25	"AB"	0	810
"2324"	23	"female"	25	"AC"	1	957
"2325"	23	"female"	25	"CD"	0	1303
"2326"	23	"female"	25	"AB"	1	1291
"2327"	23	"female"	25	"BD"	0	1334
"2328"	23	"female"	25	"BD"	1	897
"2329"	23	"female"	25	"CD"	0	1666
"2330"	23	"female"	25	"BD"	1	891
"2331"	23	"female"	25	"AC"	1	1120
"2332"	23	"female"	25	"CD"	0	1082
"2333"	23	"female"	25	"AB"	0	772
"2334"	23	"female"	25	"AC"	1	769
"2335"	23	"female"	25	"AC"	0	668
"2336"	23	"female"	25	"AB"	0	754
"2337"	23	"female"	25	"BD"	1	996
"2338"	23	"female"	25	"AC"	1	859
"2339"	23	"female"	25	"AC"	0	1067
"2340"	23	"female"	25	"CD"	1	1474
"2341"	23	"female"	25	"BD"	0	926
"2342"	23	"female"	25	"BD"	0	941
"2343"	23	"female"	25	"CD"	1	604
"2344"	23	"female"	25	"AB"	0	880
"2345"	23	"female"	25	"BD"	1	1235
"2346"	23	"female"	25	"BD"	0	788
"2347"	23	"female"	25	"AB"	1	518
"2348"	23	"female"	25	"CD"	1	705
"2349"	23	"female"	25	"BD"	1	684
"2350"	23	"female"	25	"CD"	1	515
"2351"	23	"female"	25	"BD"	1	687
"2352"	23	"female"	25	"CD"	1	826
"2353"	23	"female"	25	"AB"	0	962
"2354"	23	"female"	25	"AB"	0	647
"2355"	23	"female"	25	"AB"	0	824
"2356"	23	"female"	25	"AC"	1	498
"2357"	23	"female"	25	"AC"	1	876
"2358"	23	"female"	25	"BD"	1	827
"2359"	23	"female"	25	"AB"	1	1592
"2360"	23	"female"	25	"AB"	1	820
"2361"	23	"female"	25	"CD"	1	758
"2362"	23	"female"	25	"CD"	0	1575
"2363"	23	"female"	25	"AC"	0	1036
"2364"	23	"female"	25	"AB"	0	979
"2365"	23	"female"	25	"AB"	0	623
"2366"	23	"female"	25	"AB"	0	685
"2367"	23	"female"	25	"AC"	1	602
"2368"	23	"female"	25	"AC"	1	533
"2369"	23	"female"	25	"CD"	0	1340
"2370"	23	"female"	25	"AC"	1	946
"2371"	23	"female"	25	"BD"	0	979
"2372"	23	"female"	25	"AC"	1	1031
"2373"	23	"female"	25	"CD"	0	1405
"2374"	23	"female"	25	"AC"	1	924
"2375"	23	"female"	25	"AC"	1	787
"2376"	23	"female"	25	"AB"	1	656
"2377"	23	"female"	25	"AB"	1	910
"2378"	23	"female"	25	"AC"	1	701
"2379"	23	"female"	25	"AC"	1	667
"2380"	23	"female"	25	"BD"	1	961
"2381"	23	"female"	25	"AC"	1	705
"2382"	23	"female"	25	"AC"	1	566
"2383"	23	"female"	25	"AC"	1	497
"2384"	23	"female"	25	"AB"	1	743
"2385"	23	"female"	25	"CD"	1	810
"2386"	23	"female"	25	"AB"	NA	NA
"2387"	23	"female"	25	"BD"	1	980
"2388"	23	"female"	25	"BD"	0	721
"2389"	23	"female"	25	"AB"	0	1098
"2390"	23	"female"	25	"CD"	1	669
"2391"	23	"female"	25	"BD"	1	1100
"2392"	23	"female"	25	"AB"	1	893
"2393"	23	"female"	25	"BD"	0	914
"2394"	23	"female"	25	"AC"	1	1377
"2395"	23	"female"	25	"CD"	1	690
"2396"	23	"female"	25	"AC"	1	1114
"2397"	23	"female"	25	"BD"	1	1081
"2398"	23	"female"	25	"BD"	NA	NA
"2399"	23	"female"	25	"AB"	1	772
"2400"	23	"female"	25	"CD"	1	912
"2401"	23	"female"	25	"AC"	1	791
"2402"	23	"female"	25	"BD"	0	807
"2403"	23	"female"	25	"AB"	0	759
"2404"	23	"female"	25	"BD"	1	547
"2405"	23	"female"	25	"AC"	1	669
"2406"	23	"female"	25	"AC"	1	775
"2407"	23	"female"	25	"BD"	1	1051
"2408"	23	"female"	25	"AB"	1	691
"2409"	23	"female"	25	"CD"	0	805
"2410"	23	"female"	25	"CD"	1	686
"2411"	23	"female"	25	"BD"	0	895
"2412"	23	"female"	25	"AC"	1	946
"2413"	23	"female"	25	"AB"	1	822
"2414"	23	"female"	25	"CD"	NA	NA
"2415"	23	"female"	25	"CD"	1	604
"2416"	23	"female"	25	"AB"	NA	NA
"2417"	23	"female"	25	"BD"	0	756
"2418"	23	"female"	25	"AB"	1	1064
"2419"	23	"female"	25	"CD"	1	736
