"session"	"sex"	"age"	"haircolor"	"university"	"education"	"shirtless"	"intelligence"	"attractiveness"	"dateability"
14	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	74
14	"m"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	42
14	"f"	24	"red"	"1.Basel"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	100
14	"f"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	63
14	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
14	"m"	23	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	59
14	"f"	21	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	44
14	"f"	30	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"3.high"	100
14	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	72
14	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	46
14	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	76
14	"f"	21	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	99
14	"f"	23	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
14	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	64
14	"m"	21	"red"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	41
15	"m"	25	"brown"	"3.Geneva"	"3.Masters"	"2.Yes"	"2.medium"	"1.low"	27
15	"m"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	64
15	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"2.medium"	44
15	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	53
15	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	31
15	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	3
15	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	98
15	"f"	25	"red"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	37
15	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	91
15	"m"	23	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	37
15	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	80
15	"f"	28	"red"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"3.high"	40
15	"f"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	90
15	"f"	18	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	99
15	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	9
15	"m"	23	"red"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	60
15	"m"	22	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	61
15	"f"	21	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	46
15	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	47
15	"m"	21	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	59
16	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	44
16	"m"	25	"blonde"	"1.Basel"	"3.Masters"	"2.Yes"	"2.medium"	"1.low"	3
16	"f"	26	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	98
16	"m"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"3.high"	94
16	"m"	27	"brown"	"1.Basel"	"4.PhD"	"1.No"	"1.low"	"3.high"	50
16	"f"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	20
16	"f"	25	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"3.high"	100
16	"f"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"2.medium"	65
16	"m"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	62
16	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	15
16	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	34
16	"f"	23	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	14
16	"f"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	94
16	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"1.low"	20
16	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	94
16	"f"	18	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"1.low"	61
16	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	31
16	"m"	23	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	41
16	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	70
16	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	67
17	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	52
17	"m"	28	"blonde"	"3.Geneva"	"4.PhD"	"2.Yes"	"1.low"	"2.medium"	0
17	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	73
17	"f"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	41
17	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	59
17	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	57
17	"m"	30	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"2.medium"	"3.high"	89
17	"f"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	72
17	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"2.medium"	11
17	"f"	23	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	46
17	"f"	21	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"1.low"	79
17	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	100
17	"m"	29	"brown"	"3.Geneva"	"4.PhD"	"2.Yes"	"2.medium"	"1.low"	41
17	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	42
17	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	95
17	"m"	25	"red"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	61
17	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	40
17	"f"	21	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	51
17	"m"	28	"brown"	"3.Geneva"	"4.PhD"	"2.Yes"	"2.medium"	"2.medium"	41
17	"m"	18	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	44
18	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
18	"f"	26	"blonde"	"2.Zurich"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	64
18	"m"	25	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	66
18	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	74
18	"f"	20	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	28
18	"f"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	100
18	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	53
18	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	24
18	"f"	26	"brown"	"1.Basel"	"3.Masters"	"2.Yes"	"1.low"	"2.medium"	92
18	"f"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	45
18	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	0
18	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	63
18	"m"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"1.low"	59
18	"m"	23	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	51
18	"m"	29	"brown"	"1.Basel"	"4.PhD"	"2.Yes"	"2.medium"	"3.high"	52
18	"f"	18	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	1
18	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	63
18	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	14
18	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	74
18	"m"	24	"red"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"2.medium"	27
19	"f"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	54
19	"m"	25	"blonde"	"2.Zurich"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	71
19	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	29
19	"m"	25	"red"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	63
19	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	21
19	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	55
19	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	38
19	"f"	23	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	80
19	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	73
19	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	86
19	"m"	27	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"2.medium"	"3.high"	72
19	"f"	19	"red"	"3.Geneva"	"1.HighSchool"	"2.Yes"	"3.high"	"1.low"	100
19	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	56
19	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	60
19	"m"	24	"brown"	"1.Basel"	"3.Masters"	"2.Yes"	"1.low"	"2.medium"	12
19	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	85
19	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	67
19	"f"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	46
19	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	44
19	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	33
20	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	54
20	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	12
20	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	26
20	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"2.medium"	45
20	"f"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	18
20	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	43
20	"f"	23	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	32
20	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	87
20	"m"	18	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	31
20	"f"	24	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"2.medium"	56
20	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	37
20	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	23
20	"m"	27	"brown"	"1.Basel"	"4.PhD"	"1.No"	"1.low"	"3.high"	46
20	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	54
20	"f"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	84
20	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	66
20	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	81
20	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	0
20	"m"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	40
20	"m"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	46
21	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	52
21	"f"	19	"blonde"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	48
21	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	67
21	"f"	21	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	61
21	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	58
21	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	53
21	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	74
21	"f"	23	"red"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"1.low"	23
21	"f"	25	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"1.low"	40
21	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	89
21	"f"	21	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	100
21	"f"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"1.low"	48
21	"m"	23	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	69
21	"m"	21	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	54
21	"f"	22	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	9
21	"f"	28	"red"	"3.Geneva"	"4.PhD"	"1.No"	"1.low"	"2.medium"	82
21	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	39
21	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	46
21	"m"	21	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	61
21	"m"	23	"red"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	100
22	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	100
22	"f"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	0
22	"m"	28	"brown"	"2.Zurich"	"4.PhD"	"2.Yes"	"3.high"	"3.high"	64
22	"m"	18	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	46
22	"f"	29	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"3.high"	42
22	"m"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	52
22	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	66
22	"f"	18	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	74
22	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	22
22	"f"	26	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	34
22	"f"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	92
22	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	87
22	"f"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
22	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	59
22	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	51
22	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	55
22	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	12
22	"m"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"2.Yes"	"3.high"	"2.medium"	5
22	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	61
22	"m"	21	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	57
23	"f"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
23	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	13
23	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	100
23	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	54
23	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	48
23	"f"	23	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	35
23	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	100
23	"m"	24	"red"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	86
23	"m"	29	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"1.low"	43
23	"m"	19	"blonde"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	27
23	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	20
23	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	22
23	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	38
23	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
23	"f"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"3.high"	87
23	"m"	24	"red"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"3.high"	47
23	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	62
23	"f"	28	"blonde"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	34
23	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	53
23	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	57
24	"f"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	50
24	"m"	23	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	18
24	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
24	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	71
24	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"2.Yes"	"1.low"	"2.medium"	4
24	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
24	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
24	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	14
24	"f"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	59
24	"m"	24	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	65
24	"m"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	85
24	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"2.Yes"	"3.high"	"2.medium"	24
24	"f"	18	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	48
24	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	70
24	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	4
24	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	100
24	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
24	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	48
24	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	21
24	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	73
25	"f"	20	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	39
25	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	38
25	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	28
25	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	52
25	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	43
25	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	78
25	"f"	28	"brown"	"1.Basel"	"4.PhD"	"1.No"	"2.medium"	"3.high"	78
25	"m"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"2.medium"	87
25	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	80
25	"f"	30	"blonde"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"1.low"	31
25	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	42
25	"m"	20	"red"	"1.Basel"	"1.HighSchool"	"2.Yes"	"1.low"	"3.high"	34
25	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	20
25	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	80
25	"f"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	41
25	"f"	25	"red"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	96
25	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	33
25	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	7
25	"m"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"1.low"	25
25	"m"	24	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"2.medium"	68
26	"m"	20	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	11
26	"f"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	28
26	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	57
26	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	14
26	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	100
26	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	6
26	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	42
26	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	35
26	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	88
26	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	53
26	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"1.low"	9
26	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	95
26	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	54
26	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	60
26	"f"	18	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	100
26	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	67
26	"m"	20	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	12
26	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	46
26	"m"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	22
26	"f"	25	"red"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	100
27	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	39
27	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	97
27	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	92
27	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	34
27	"f"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"2.medium"	59
27	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	75
27	"m"	23	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	68
27	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	61
27	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	51
27	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	27
27	"f"	18	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	51
